type_survey,date_elec,id_pollster,pollster,media,field_date_from,field_date_to,exit_poll,size,turnout,UCD,PSOE,PCE,AP,CIU,PA,EAJ-PNV,HB,ERC,EE,CDS,FN,PAD,PRD,MUC,IU,CG,PAR,AIC,UV,EA,PP,LV,ARM,PDP,CC,PAP,BNG,ICV,EH,UPYD,AMAIUR,CS,DIL-CDC,EH-BILDU,UP,PACMA,PODEMOS,COMPROMIS,VOX,JXCAT-JUNTS,NA-SUMA,PDECAT,CC-NC,PRC,MP,CUP,TE,EV
national,NA,pollster-56,SIMPLE LÓGICA,NA,2019-09-30,2019-10-15,FALSE,1056,64.5,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,12.4,NA,NA,NA,17.6,NA,NA,NA,NA,NA,2.3,NA,NA,NA
national,NA,pollster-60,GAD3,ABC,2019-10-08,2019-10-14,FALSE,1001,75,NA,26.2,NA,NA,NA,NA,1.7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,2.8,NA,1.2,10.1,NA,NA,NA,15.4,2,0.4,NA,0.5,0.2,2.4,0.9,0.1,NA
national,NA,pollster-19,CIS,NA,2019-10-01,2019-10-13,FALSE,3660,NA,NA,28.5,NA,NA,NA,NA,1.3,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,6,NA,0.7,11.8,NA,NA,NA,13.2,1.6,0.4,NA,0.4,0.1,3,0.9,0.1,NA
national,NA,pollster-18,SIGMA DOS,ANTENA 3,2019-10-11,2019-10-11,FALSE,NA,NA,NA,25.1,NA,NA,NA,NA,1.9,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,11.1,NA,NA,NA,14.6,2,NA,NA,NA,NA,3.4,NA,NA,NA
national,NA,pollster-53,METROSCOPIA,NA,2019-10-10,2019-10-10,FALSE,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,10,NA,NA,NA,17,NA,NA,NA,NA,NA,2.4,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-10-01,2019-10-08,FALSE,2119,NA,NA,26.6,NA,NA,NA,NA,1.5,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.8,NA,1.1,10,NA,NA,NA,16.9,2.2,0.4,NA,0.5,0.2,2.8,0.9,0.1,NA
national,NA,pollster-74,IMOP,EL CONFIDENCIAL,2019-09-27,2019-10-08,FALSE,1317,NA,NA,25.8,NA,NA,NA,NA,1.5,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,2.6,NA,1,10.8,NA,NA,NA,16.8,2,0.4,NA,0.5,0.3,4.1,0.9,0.1,NA
national,NA,pollster-88,DATA 10,OKDIARIO,2019-10-05,2019-10-07,FALSE,1000,NA,NA,24.9,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,2.8,NA,1.1,9.8,NA,NA,NA,16,2.3,0.4,NA,0.4,0.3,4.2,0.8,0.1,NA
national,NA,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-10-04,2019-10-07,FALSE,1200,NA,NA,25,NA,NA,NA,NA,1.2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,4.3,NA,1.1,11.4,NA,NA,NA,16.3,2.1,0.4,NA,0.5,0.3,3.5,0.9,0.1,NA
national,NA,pollster-69,HAMALGAMA MÉTRICA,VOZPÓPULI,2019-10-01,2019-10-06,FALSE,1000,65.7,NA,26.2,NA,NA,NA,NA,1.5,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.7,NA,1.1,10.1,NA,NA,NA,15.9,2.3,0.4,NA,0.5,0.2,3.6,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-09-24,2019-10-01,FALSE,1193,NA,NA,26.7,NA,NA,NA,NA,1.6,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3,NA,1.1,10.2,NA,NA,NA,17,2.3,0.4,NA,0.5,0.2,3,0.9,0.1,NA
national,NA,pollster-89,ÁGORA INTEGRAL,CANARIAS AHORA,2019-09-23,2019-09-27,FALSE,1000,61.9,NA,26.1,NA,NA,NA,NA,1.9,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,3.2,NA,1.2,11.5,NA,NA,NA,15.4,2.3,NA,NA,0.4,0.3,3.7,1,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-09-17,2019-09-24,FALSE,1651,NA,NA,27.2,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.2,NA,1.1,10.1,NA,NA,NA,16.5,2.3,0.4,NA,0.5,0.3,3.1,0.9,0.1,NA
national,NA,pollster-74,IMOP,EL CONFIDENCIAL,2019-09-13,2019-09-24,FALSE,1304,NA,NA,26.1,NA,NA,NA,NA,1.6,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.6,NA,1.1,10.9,NA,NA,NA,17,2.1,0.4,NA,0.5,0.3,3.8,1,0.1,NA
national,NA,pollster-83,KEYDATA,PÚBLICO,2019-09-23,2019-09-23,FALSE,NA,64.2,NA,26,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,1.1,10.2,NA,NA,NA,15.5,2.2,2,NA,0.6,1,3.6,1.1,1,NA
national,NA,pollster-43,CELESTE-TEL,ONDA CERO,2019-09-16,2019-09-21,FALSE,1100,63.6,NA,26.1,NA,NA,NA,NA,1.5,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,3.5,NA,1.1,9.9,NA,NA,NA,15.1,2.3,0.4,NA,0.4,0.2,4.1,0.9,0.1,NA
national,NA,pollster-53,METROSCOPIA,NA,2019-09-20,2019-09-20,FALSE,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,9.8,NA,NA,NA,18.1,NA,NA,NA,NA,NA,2.2,NA,NA,NA
national,NA,pollster-88,DATA 10,OKDIARIO,2019-09-19,2019-09-20,FALSE,1000,NA,NA,25,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.9,NA,1.1,9.6,NA,NA,NA,16.1,2.4,0.4,NA,0.4,0.3,4.4,0.8,0.1,NA
national,NA,pollster-25,DYM,HENNEO,2019-09-16,2019-09-19,FALSE,1000,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,12.8,NA,NA,NA,15.6,NA,NA,NA,NA,NA,3,NA,NA,NA
national,NA,pollster-58,NC REPORT,LA RAZÓN,2019-09-14,2019-09-18,FALSE,1000,63.6,NA,25,NA,NA,NA,NA,1.7,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,1.2,9.5,NA,NA,NA,14.9,2.3,0.4,NA,NA,NA,3.4,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-09-10,2019-09-17,FALSE,1233,NA,NA,26,NA,NA,NA,NA,1.6,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.3,NA,1.1,10.4,NA,NA,NA,16.4,2.3,0.4,NA,0.5,0.3,3.1,0.9,0.1,NA
national,NA,pollster-60,GAD3,NIUS,2019-09-13,2019-09-16,FALSE,1002,NA,NA,26.3,NA,NA,NA,NA,1.6,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,2.8,NA,1.1,11,NA,NA,NA,15.4,2.1,0.4,NA,0.5,0.2,2.2,0.8,0.1,NA
national,NA,pollster-56,SIMPLE LÓGICA,NA,2019-09-01,2019-09-16,FALSE,1027,64.9,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,11.3,NA,NA,NA,17.7,NA,NA,NA,NA,NA,4.9,NA,NA,NA
national,NA,pollster-19,CIS,NA,2019-09-01,2019-09-13,FALSE,3780,NA,NA,29.6,NA,NA,NA,NA,1.3,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,6.5,NA,0.9,11.3,NA,NA,NA,13.8,1.5,0.4,NA,0.4,0.1,3.3,0.8,0.1,NA
national,NA,pollster-74,IMOP,EL CONFIDENCIAL,2019-08-30,2019-09-10,FALSE,1309,NA,NA,26.6,NA,NA,NA,NA,1.6,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.9,NA,1.2,10.6,NA,NA,NA,16.5,2.1,0.4,NA,0.5,0.3,3.7,1,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-09-03,2019-09-09,FALSE,1084,NA,NA,25.7,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.3,NA,1.1,10.3,NA,NA,NA,16.2,2.3,0.4,NA,0.5,0.3,3.4,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-08-27,2019-09-03,FALSE,1640,NA,NA,25.3,NA,NA,NA,NA,1.6,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.4,NA,1.1,10.5,NA,NA,NA,16.3,2.3,0.4,NA,0.5,0.3,3.6,0.9,0.1,NA
national,NA,pollster-18,SIGMA DOS,EL MUNDO,2019-08-30,2019-09-02,FALSE,1050,NA,NA,24.4,NA,NA,NA,NA,1.9,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,10.3,NA,NA,NA,14.9,2,NA,NA,NA,NA,4.1,NA,NA,NA
national,NA,pollster-88,DATA 10,OKDIARIO,2019-08-30,2019-09-01,FALSE,1000,NA,NA,24.5,NA,NA,NA,NA,1.6,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.8,NA,1.1,9.3,NA,NA,NA,15.5,2.4,0.4,NA,0.4,0.3,4.6,0.8,0.1,NA
national,NA,pollster-83,KEYDATA,PÚBLICO,2019-08-30,2019-08-30,FALSE,NA,63.9,NA,25.3,NA,NA,NA,NA,1.7,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3.3,NA,1.2,9.7,NA,NA,NA,15.1,2.2,2,NA,0.6,1,3.7,1.1,1,NA
national,NA,pollster-18,SIGMA DOS,ANTENA 3,2019-08-30,2019-08-30,FALSE,NA,NA,NA,24.8,NA,NA,NA,NA,1.9,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,9.8,NA,NA,NA,14.7,2.1,NA,NA,NA,NA,4,NA,NA,NA
national,NA,pollster-58,NC REPORT,LA RAZÓN,2019-08-24,2019-08-27,FALSE,1000,63.8,NA,25.3,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,1.2,9.3,NA,NA,NA,14.7,2.4,0.4,NA,NA,NA,3.4,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-08-20,2019-08-26,FALSE,1422,NA,NA,25,NA,NA,NA,NA,1.6,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.4,NA,1.1,10,NA,NA,NA,16.3,2.3,0.4,NA,0.5,0.3,3.8,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-08-14,2019-08-21,FALSE,2208,NA,NA,25,NA,NA,NA,NA,1.7,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.4,NA,1.1,10.2,NA,NA,NA,16.3,2.3,0.4,NA,0.5,0.3,3.6,0.9,0.1,NA
national,NA,pollster-43,CELESTE-TEL,ONDA CERO,2019-08-16,2019-08-20,FALSE,1100,64.1,NA,25.7,NA,NA,NA,NA,1.5,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,3.5,NA,1.1,9.7,NA,NA,NA,14.8,2.3,0.4,NA,0.4,0.2,4.5,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-08-06,2019-08-13,FALSE,1399,NA,NA,25,NA,NA,NA,NA,1.6,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.4,NA,1.1,10,NA,NA,NA,16.3,2.3,0.4,NA,0.5,0.3,3.8,0.9,0.1,NA
national,NA,pollster-88,DATA 10,OKDIARIO,2019-08-04,2019-08-06,FALSE,1000,NA,NA,24.7,NA,NA,NA,NA,1.7,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.9,NA,1.2,8.9,NA,NA,NA,15.3,2.3,0.4,NA,0.4,0.3,4.8,0.7,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-07-31,2019-08-06,FALSE,1170,NA,NA,25,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.5,NA,1.1,10.1,NA,NA,NA,16.4,2.3,0.4,NA,0.5,0.3,3.7,0.9,0.1,NA
national,NA,pollster-56,SIMPLE LÓGICA,NA,2019-08-02,2019-08-04,FALSE,1062,62.8,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,10.8,NA,NA,NA,15.9,NA,NA,NA,NA,NA,4.6,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-07-23,2019-07-30,FALSE,877,NA,NA,25,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.4,NA,1.1,10.1,NA,NA,NA,16.5,2.3,0.4,NA,0.5,0.3,3.5,0.9,0.1,NA
national,NA,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-07-26,2019-07-29,FALSE,1200,NA,NA,24.7,NA,NA,NA,NA,1.4,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,5,NA,0.9,10.3,NA,NA,NA,16.1,2.3,0.3,NA,0.4,0.4,4.5,0.8,0.1,NA
national,NA,pollster-43,CELESTE-TEL,ONDA CERO,2019-07-20,2019-07-23,FALSE,1100,64.4,NA,25.6,NA,NA,NA,NA,1.5,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,3.3,NA,1.1,9.6,NA,NA,NA,14.9,2.2,0.4,NA,0.4,0.2,4.6,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-07-16,2019-07-23,FALSE,1601,NA,NA,25.4,NA,NA,NA,NA,1.6,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3,NA,1.1,9.9,NA,NA,NA,17,2.3,0.4,NA,0.5,0.3,3.5,0.9,0.1,NA
national,NA,pollster-83,KEYDATA,PÚBLICO,2019-07-22,2019-07-22,FALSE,NA,64.3,NA,25.2,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3.3,NA,1.2,9.8,NA,NA,NA,15.7,2.2,2,NA,0.5,1,3.9,1,1,NA
national,NA,pollster-60,GAD3,ABC,2019-07-16,2019-07-22,FALSE,1030,73,NA,25.1,NA,NA,NA,NA,1.4,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.5,NA,1.1,10,NA,NA,NA,12.4,2.4,0.4,NA,0.5,0.2,3.3,1,0.1,NA
national,NA,pollster-18,SIGMA DOS,ANTENA 3,2019-07-19,2019-07-19,FALSE,NA,NA,NA,25.1,NA,NA,NA,NA,1.8,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,10,NA,NA,NA,14.1,2.1,NA,NA,NA,NA,4.8,NA,NA,NA
national,NA,pollster-25,DYM,HENNEO,2019-07-15,2019-07-19,FALSE,1019,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,10.5,NA,NA,NA,16.7,NA,NA,NA,NA,NA,2.5,NA,NA,NA
national,NA,pollster-88,DATA 10,OKDIARIO,2019-07-16,2019-07-17,FALSE,1000,NA,NA,24.5,NA,NA,NA,NA,1.7,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.3,NA,1.1,9,NA,NA,NA,15.4,2.3,0.4,NA,0.5,0.3,4.9,0.8,0.1,NA
national,NA,pollster-58,NC REPORT,LA RAZÓN,2019-07-12,2019-07-16,FALSE,1000,64.2,NA,25.9,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,1.2,9.2,NA,NA,NA,15.3,2.4,0.4,NA,NA,NA,3.7,NA,NA,NA
national,NA,pollster-54,INVYMARK,LA SEXTA,2019-07-12,2019-07-16,FALSE,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,9.3,NA,NA,NA,17.7,NA,NA,NA,NA,NA,4.5,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-07-11,2019-07-16,FALSE,2001,NA,NA,25.4,NA,NA,NA,NA,1.7,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.9,NA,1.1,10,NA,NA,NA,17.3,2.2,0.4,NA,0.5,0.3,3.8,0.9,0.1,NA
national,NA,pollster-53,METROSCOPIA,NA,2019-07-15,2019-07-15,FALSE,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,11.1,NA,NA,NA,14.7,NA,NA,NA,NA,NA,3,NA,NA,NA
national,NA,pollster-49,GESOP,EL PERIÓDICO,2019-07-14,2019-07-15,FALSE,802,NA,NA,27.3,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,10,NA,NA,NA,13.1,NA,NA,NA,NA,NA,3.8,NA,NA,NA
national,NA,pollster-19,CIS,NA,2019-07-02,2019-07-15,FALSE,3798,62.2,NA,25.1,NA,NA,NA,NA,1.2,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3.1,NA,0.8,10.1,NA,NA,NA,15.6,2.1,0.4,NA,0.6,0.1,4,0.7,0.1,NA
national,NA,pollster-56,SIMPLE LÓGICA,NA,2019-07-05,2019-07-12,FALSE,1076,64.9,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,12.1,NA,NA,NA,17.4,NA,NA,NA,NA,NA,3.5,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-07-08,2019-07-10,FALSE,1883,NA,NA,26,NA,NA,NA,NA,1.7,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.9,NA,1.1,9.9,NA,NA,NA,16.7,2.2,0.4,NA,0.5,0.3,3.9,0.9,0.1,NA
national,NA,pollster-54,INVYMARK,LA SEXTA,2019-06-28,2019-07-02,FALSE,NA,NA,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,8.9,NA,NA,NA,18.1,NA,NA,NA,NA,NA,4.4,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-06-24,2019-07-02,FALSE,2539,NA,NA,24.9,NA,NA,NA,NA,1.7,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.1,NA,1.1,10.1,NA,NA,NA,16.3,2.2,0.4,NA,0.5,0.3,4.2,0.9,0.1,NA
national,NA,pollster-88,DATA 10,OKDIARIO,2019-06-29,2019-07-01,FALSE,1000,NA,NA,24.3,NA,NA,NA,NA,1.7,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.8,NA,1.1,9.1,NA,NA,NA,15.5,2.3,0.4,NA,0.4,0.3,5,0.8,0.1,NA
national,NA,pollster-18,SIGMA DOS,EL MUNDO,2019-06-28,2019-07-01,FALSE,1020,NA,NA,25.9,NA,NA,NA,NA,1.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,10.5,NA,NA,NA,14.4,1.8,NA,NA,NA,NA,5,NA,NA,NA
national,NA,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-06-27,2019-06-27,FALSE,NA,NA,NA,24.1,NA,NA,NA,NA,1.5,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,5.2,NA,1,10.4,NA,NA,NA,16.6,2.3,0.3,NA,0.4,0.4,4.6,0.8,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-06-24,2019-06-26,FALSE,1627,NA,NA,25.1,NA,NA,NA,NA,1.7,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3,NA,1.1,10,NA,NA,NA,16.2,2.3,0.4,NA,0.5,0.3,4.1,0.9,0.1,NA
national,NA,pollster-58,NC REPORT,LA RAZÓN,2019-06-23,2019-06-26,FALSE,1000,63.8,NA,24.7,NA,NA,NA,NA,1.7,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,1.2,9,NA,NA,NA,15.1,2.4,0.4,NA,NA,NA,4.6,NA,NA,NA
national,NA,pollster-83,KEYDATA,PÚBLICO,2019-06-21,2019-06-21,FALSE,NA,67.4,NA,25.2,NA,NA,NA,NA,1.6,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,1.2,9.7,NA,NA,NA,15.8,2.1,2,NA,0.5,1,4.3,1,1,NA
national,NA,pollster-25,DYM,HENNEO,2019-06-17,2019-06-21,FALSE,1002,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,9.9,NA,NA,NA,16,NA,NA,NA,NA,NA,2.3,NA,NA,NA
